Meet|Level|Date|Results|Meet Url
OBC Invitational|Local|2015-02-28|41|400
Out of Step Barbell Open 5|Local|2015-02-28|14|108
BGBB Tune Up|Local|2015-02-28|10|414
Dumbarton Invitational 2015-2|Local|2015-02-28|6|80
Central Florida Winter Open|Local|2015-02-28|23|129
Colorado State & Open|Local|2015-02-28|142|285
Crown Town Throwdown II|Local|2015-02-28|23|207
2015 NYC Experimental Open|Local|2015-02-22|52|32
Crossfit RDU Development Meet|Local|2015-02-22|6|109
2015 Sac High Open I|Local|2015-02-21|27|375
Fortius Devo #1|Local|2015-02-21|16|312
North Beach Barbell's Grand Strand Throwdown|Local|2015-02-21|17|501
North Dakota High School State Meet|Local|2015-02-21|27|499
OlyWinter Cup|Local|2015-02-21|54|478
Las Chance High School Qualifer - Minnesota|Local|2015-02-21|63|272
The Palm Beach Open|Local|2015-02-21|61|124
Paramount Winter Open|Local|2015-02-21|28|358
Pittsburgh Winter Club Meet|Local|2015-02-21|11|94
Black Box Open|Local|2015-02-21|18|419
Athlete Lab Winter Open|Local|2015-02-21|21|106
2015 National Junior Championship|National|2015-02-18|190|1622
3rd Annual Cupid Classic|Local|2015-02-14|81|307
Fred Keiper Invitational|Local|2015-02-08|42|47
Raider Bomber Dual|Local|2015-02-07|69|268
Blaze High School Open|Local|2015-02-07|144|269
Baltimore Open|Local|2015-02-07|133|78
2015 Central Oregon Weightlifting Invitational|Local|2015-02-07|52|366
Doral Weightlifting Championship|Local|2015-02-07|76|123
4th Annual Black  Box|Local|2015-02-07|133|225
2015 American Record Makers|Local|2015-02-07|16|305
East Valley Open|Local|2015-02-07|42|481
Trident Classic|Local|2015-02-07|35|349
Natty Tune-up|Local|2015-02-07|10|238
Development Meet|Local|2015-02-07|14|340
Speed Shop Winter Weightlifting Open|Local|2015-02-02|31|163
Grand Rapids Strength Winter Games Classic|Local|2015-01-31|40|177
Falcon Strength January Meet|Local|2015-01-31|10|243
Poliquin Group Winter Open|Local|2015-01-31|55|4
2015 Palmetto Classic|Local|2015-01-31|16|502
Howard Cohen Classic|Local|2015-01-31|150|451
Tri State Open Weightlifting Championships|Local|2015-01-25|48|12
Last Chance AO (closed)|Local|2015-01-25|6|262
TWNY Snowbound Open|Local|2015-01-25|18|19
2015 Alaska State Championship|Local|2015-01-24|18|508
Canusa Jeckyl Hyde Open|Local|2015-01-24|50|178
Frank Spellman Classic|Local|2015-01-24|13|58
Canusa Jeckyl Hyde Open|Local|2015-01-24|50|178
The John Davis Memorial Invitational|Local|2015-01-24|28|418
South Georgia Kilo Classic|Local|2015-01-24|13|450
2015 Wilmington Open|Local|2015-01-24|31|103
Buford Open|Local|2015-01-24|47|452
Masters World Qualifier|Local|2015-01-23|13|338
2015 Wisconsin LWC Championship|Local|2015-01-18|117|186
Chicago Winter Open|Local|2015-01-17|59|193
Big Four Barbell New Years Open|Local|2015-01-17|40|204
Stones River Weightlifting Open|Local|2015-01-17|14|151
2015 Atlantic States Open|Local|2015-01-17|95|1
Dumbarton Invitational 2015-1|Local|2015-01-17|8|79
MISSOURI VALLEY Championships|Local|2015-01-17|70|242
Raider High School Open|Local|2015-01-17|119|266
Brian Trussell|Local|2015-01-17|111|267
PWA JR Champs MLK Open|Local|2015-01-17|51|374
2015 Texas State Weightlifting Championships|Local|2015-01-17|234|430
First Of the Year Open|Local|2015-01-17|23|125
Oahu Open|Local|2015-01-10|38|399
Utah Jr. & Youth Meet|Local|2015-01-10|9|336
Queen Creek Open|Local|2015-01-10|27|479
Southern Open|Local|2015-01-10|58|449
Pittsburg Open Weightlifting Championships|Local|2015-01-10|68|93
2015 Dariotis Memorial|Local|2015-01-03|61|356
New Year's Open|Local|2015-01-03|20|102
2nd Annual Houndwood Gym Year-End Invitational|Local|2014-12-28|15|1503
End of the Year PR Meet|Local|2014-12-27|6|1535
Onaga Christmas Open|Local|2014-12-27|10|1365
Winter Solstice Open|Local|2014-12-20|65|1474
Gulfcoast Holiday Cup Weightlifting Meet|Local|2014-12-20|25|1422
Bluegrass Barbell Winter Meet|Local|2014-12-20|27|1454
Lone Star Youth & Junior Winter Developmental Meet|Local|2014-12-20|18|1527
Louisiana Christmas Invit.|Local|2014-12-20|29|1570
Hassle Free Record Breaker|Local|2014-12-20|190|1550
Dumbarton Invitational 2014 2|Local|2014-12-20|8|1458
Jingle Bars|Local|2014-12-20|22|1520
Union Christmas Meet|Local|2014-12-19|10|1593
Holiday Competition|Local|2014-12-17|6|1507
Santa J.K Claus Invitational- no free to reindeer ticket to OKC|Local|2014-12-13|10|1588
Chaos Christmas Classic|Local|2014-12-13|8|1410
The Phil Andrews Invitational|Local|2014-12-13|10|1402
Flowery Branch Open and Lst Cance Juniors Qualifier|Local|2014-12-13|8|1435
Southern Minnesota High School Open|Local|2014-12-13|109|1478
Jingle Barbells|Local|2014-12-13|15|1436
North Metro High School Weightlifting Meet|Local|2014-12-13|78|1479
Junior Championship Last Chance Qualifier|Local|2014-12-13|7|1551
Bad Santa|Local|2014-12-13|19|1583
the 4th Annual Jake Powers Invitational|Local|2014-12-13|7|1437
Team Chikara Developmental Meet #41|Local|2014-12-13|13|1335
Mash Mafia Invitational|Local|2014-12-13|7|1521
The Black Swamp Winter Open|Local|2014-12-13|34|1533
OH Swholy Night Winter Open|Local|2014-12-13|22|1587
Junior Qhalifier|Local|2014-12-12|7|1438
2014 American Open|National|2014-12-11|331|1634
Charleston-Mattoon Weightlifting Club Winter Qualifier|Local|2014-12-09|6|1405
Kirkwood Winter Challenge|Local|2014-12-06|52|1487
North Shore Fall Classic|Local|2014-12-06|43|1500
North Coast League Championships|Local|2014-12-06|44|1548
Hoosier Invite|Local|2014-12-06|18|1448
Utah Christmas Meet|Local|2014-12-06|24|1592
BrewCity Open-Hosted bty Milwaukee Barbell|Local|2014-12-06|53|1603
Holiday Classic|Local|2014-12-06|21|1604
Out of Step barbell Open 4|Local|2014-12-06|34|1519
Houses' Gym Winter Classic|Local|2014-12-06|10|1399
2014 Inner Strength Winter Meet|Local|2014-12-06|10|1511
Volusa Winter Classic|Local|2014-12-06|11|1421
Barbell Bash|Local|2014-12-06|9|1534
NMU Junior and Open Qualifier|Local|2014-12-05|19|1468
University World Championships|National|2014-12-05|14|1645
Connecticut LWC State Championships|Local|2014-11-23|73|1499
CWL In-House Developmental Meet|Local|2014-11-23|11|1463
Empire Strength Fall Open|Local|2014-11-22|34|1600
Visalia Fall Lift-Off|Local|2014-11-22|61|1547
Dumbarton Invitational|Local|2014-11-22|7|1457
Panhandle Power Fall Open|Local|2014-11-22|11|1526
Black Box Prep Meet 2014|Local|2014-11-22|6|1528
GA-AL LWC Chamionships|Local|2014-11-22|45|1430
The Robles Develpmental Meet|Local|2014-11-22|8|1566
CliffsidePark Open|Local|2014-11-17|9|1506
Heavy Metal Fall Open|Local|2014-11-15|16|1518
Turkey Cup|Local|2014-11-15|78|1484
Patao Developmental|Local|2014-11-15|12|1442
South Jersey Open Weightlifting Championship|Local|2014-11-09|31|1505
""The Jodi"" Invitational|Local|2014-11-09|30|1509
NOVA Open|Local|2014-11-08|59|1456
Chikara Open|Local|2014-11-08|32|1310
Pgh BBC Club Fall Meet|Local|2014-11-08|16|1395
Industrial Strength Classic|Local|2014-11-08|29|1539
Relentless Weightlifting Open|Local|2014-11-08|21|1397
H-Town Gym Meet Invitational|Local|2014-11-08|10|1565
Emory Open|Local|2014-11-08|19|1432
210 Last Chance Qualifier|Local|2014-11-02|44|1560
Pink Bra Tour Weightlifting Meet|Local|2014-11-02|29|1582
General Meng Yi Last qualifier|Local|2014-11-02|28|1501
FXTX Open|Local|2014-11-01|9|1525
Trident Open|Local|2014-11-01|46|1321
Oklahoma American Open Qualifier|Local|2014-11-01|9|1537
Last Chance Qualifier|Local|2014-11-01|13|1591
Don Wilson Golden West Open|Local|2014-11-01|107|1549
AO Last Chance Qualifier|Local|2014-11-01|11|1562
West Chester Fall Classic|Local|2014-11-01|30|1472
Halloween Open|Local|2014-11-01|10|1409
Philadelphia Barbell Fall Qualifier|Local|2014-11-01|6|1473
Soul Vs. FWF|Local|2014-11-01|186|1420
Fortius Halloween|Local|2014-11-01|45|1200
FXTX Open|Local|2014-11-01|9|1525
The Lab Gym AO Last Qualifier|Local|2014-11-01|6|1486
Trident Open|Local|2014-11-01|46|1321
NWA Barbell Club Open|Local|2014-11-01|8|1401
The Big Boy Qualifier|Local|2014-11-01|21|1433
Oklahoma American Open Qualifier|Local|2014-11-01|9|1537
Monster Mash Fund Raiser|Local|2014-10-31|5|1434
American Masters|Local|2014-10-31|180|1162
Last Chance AO Qualifier|Local|2014-10-31|7|1462
AO Last Chance Qualifier|Local|2014-10-30|7|1485
2014 Texas Barbell Club Fundraiser|Local|2014-10-29|10|1563
Live Free Open-Last Chance Qualifier|Local|2014-10-26|8|1502
Central Texas Oly Open|Local|2014-10-26|33|1524
DC Weightlifting Last Chance AO Qualifier|Local|2014-10-25|11|1455
Last Chance Medwest AO Qualifier|Local|2014-10-25|8|1477
The Dairyland Classic|Local|2014-10-25|16|1602
North Carolina State Championship|Local|2014-10-25|57|1517
Fall 2014 Ironcat Open|Local|2014-10-25|30|1561
Kilo Classic|Local|2014-10-25|59|1163
Team Texas Fall Meet 2014|Local|2014-10-25|10|1564
Metropolitan Championships|Local|2014-10-25|72|1461
Southwest Weightlifting Open|Local|2014-10-25|29|1398
Last Chance Qualifier|Local|2014-10-25|37|1453
2014 Iron Egg Autumn Classic|Local|2014-10-25|1|1465
Record Breakers 2014|Local|2014-10-25|48|1590
NFN Classic|Local|2014-10-19|30|1514
Octoberfest|Local|2014-10-18|34|1559
FRCF Fall Weightlifting Championships|Local|2014-10-18|56|1385
Colorado Springs Open|National|2014-10-18|95|1644
Hawaii Open|Local|2014-10-18|63|1440
Auburn Autumn lift|Local|2014-10-18|22|1431
The Ginny Robinson Memorial  Breast Cancer Awareness Weightlifting Competition|Local|2014-10-12|110|1494
2014 Max's Gym Open|Local|2014-10-12|88|1546
Sense Gym Developmental Meet|Local|2014-10-11|7|1581
Barbells For Boobs Meet|Local|2014-10-11|7|1447
Southside's Lifting Championship at the Expo|Local|2014-10-11|16|1394
The Gainesville Open|Local|2014-10-11|27|1416
Orlando Open-LC State Qualifier|Local|2014-10-11|26|1418
Cookies and Kilos Open|Local|2014-10-11|23|1177
Sunshine Lift Off|Local|2014-10-11|6|1419
The Lab Gym Fall Open|Local|2014-10-11|58|1483
2014 Copperhead Weightlifting Championships and American Open Qualification|Local|2014-10-11|104|1231
CAN-ADA Shootout|Local|2014-10-11|82|1444
Iowa State And Open|Local|2014-10-08|55|1451
Roctober Fall Open|Local|2014-10-04|24|1446
2014 Hookgrip Classic|Local|2014-10-04|33|1470
Louisiana State Weightlifting Open|Local|2014-10-04|20|1569
North Coast League 5|Local|2014-10-04|19|1249
The Minnesota Open|Local|2014-10-04|79|1476
2014 Dustbone Classic|Local|2014-10-04|21|1554
423 Barbell Open|Local|2014-10-04|33|1586
Roctober Fall Open|Local|2014-10-04|24|1446
2014 LBC Developmental Meet 1|Local|2014-10-03|7|1471
Old Dominion Classic|Local|2014-09-28|36|1594
Crossfit Norwalk Open|Local|2014-09-28|19|1498
Elite Olympic Weightlifting Meet|Local|2014-09-27|45|1557
Moorestown Open WLC|Local|2014-09-27|37|1504
Volusia AO Qualifier|Local|2014-09-27|27|1417
The Turtle Classic|Local|2014-09-27|10|1516
Maui Gold Masters|Local|2014-09-27|9|1228
Team Chikara Developmental Meet #40|Local|2014-09-27|7|1574
MDUSA Fall Open|Local|2014-09-27|99|1553
Washington Open|Local|2014-09-27|26|1597
Chicago Open|Local|2014-09-27|92|1404
Rudy Sablo Memorial|Local|2014-09-21|76|1459
FC Barbell Open|Local|2014-09-21|23|1530
White Rose Barbell Open|Local|2014-09-20|102|1469
Vulkan Weightlifting Open|Local|2014-09-20|30|1541
Columbus Weightlifting North Invitational|Local|2014-09-20|7|1532
State of Fitness Weightlifting Classic|Local|2014-09-20|32|1179
Jacked Classic|Local|2014-09-20|67|1413
Elmira Open|Local|2014-09-20|52|1512
2014 Caffeine and Kilos Invitational|Local|2014-09-20|17|1545
AlaskaFit Presents the Risto Sports Olympia Cup|Local|2014-09-19|15|1171
NMU National Even Qualifier|Local|2014-09-17|14|1467
Oceanside Weightlifting Classic|Local|2014-09-14|24|1580
Pinnacle Weightlifting Fall Open|Local|2014-09-14|8|1408
2014 Biggest Little City Open|Local|2014-09-14|32|1543
Out of Step Barbell Open 3|Local|2014-09-13|32|1515
2014 TCA Fall Kick-Off|Local|2014-09-13|75|1242
Kansas State and Open Championships|Local|2014-09-12|150|1482
CrossFit Savannah Competition Team Meet|Local|2014-09-10|6|1428
Bacon and Barbells Open|Local|2014-09-06|24|1415
NRG Team Texas Open|Local|2014-09-06|11|1558
Early Fall PR Meet|Local|2014-09-06|11|1531
South East Classic|Local|2014-09-06|31|1300
2014 Savage Weightlifting Open|Local|2014-08-31|21|1540
Sundial Bridge Open|Local|2014-08-31|19|1544
Infernal Open 2014|Local|2014-08-30|34|1396
LWC Official's Test Meet|Local|2014-08-30|26|1282
The Speed Shop Open 2014|Local|2014-08-30|29|1293
LiveFree Open|Local|2014-08-30|47|1496
Barslamming Festival|Local|2014-08-30|27|1288
Great Lakes Open|Local|2014-08-24|20|1255
Alabama Weightlifting State Championships|Local|2014-08-23|40|1261
Vero Beach Classic|Local|2014-08-23|63|1414
Alabama Weightlifting State Championships|Local|2014-08-23|40|1261
Mid-Tennessee Mega OLY Lifting Meet|Local|2014-08-23|35|1315
Big D Invitational|Local|2014-08-23|13|1523
South Sound Weightlifting Summer Open|Local|2014-08-23|50|1598
2014 Summer Intrepid Invitational|Local|2014-08-23|26|1577
Alaska State Fair Ultimate Strength Series|Local|2014-08-22|11|1393
The Nerve-Ending Mushtok Open|Local|2014-08-17|26|1279
Back to School Open|Local|2014-08-17|30|1452
Last Chance Qualifier - National University|Local|2014-08-16|18|1578
2014 Utah Invitational|Local|2014-08-16|12|1589
Strength HQ Invitational 2.0|Local|2014-08-16|14|1536
Training Valley Open|Local|2014-08-16|23|1268
Last Chance|Local|2014-08-16|15|1226
Fall University Qualifier|Local|2014-08-16|7|1508
University QT|Local|2014-08-16|7|1427
Last Chance University Qualifier|Local|2014-08-16|6|1481
Jeffed-up Classic|Local|2014-08-16|9|1207
Warrior Z Open|Local|2014-08-16|29|1386
Barbell Rodeo|Local|2014-08-16|13|1441
Peak Classic|Local|2014-08-15|7|1169
Friday Night Last Chance Qualifier|Local|2014-08-15|6|1167
RWL Developmental Meet|Local|2014-08-13|6|1172
Connecticut Open Weightlifting Championships|Local|2014-08-10|73|1497
Western New York Open|Local|2014-08-10|26|1513
Hot in the Gym Invitational|Local|2014-08-09|18|1243
Crossfit DV8 Developmental|Local|2014-08-09|6|1466
CrossFit 402 Huskerland WLC Open|Local|2014-08-09|31|1490
Tommy Kono Open 9|Local|2014-08-09|115|1542
2014 Jerry Dunne Red-Light Open|Local|2014-08-09|17|1460
Bad Mother Open|Local|2014-08-09|46|1596
University Nationals Qualifier|Local|2014-08-03|7|1166
The New England Weightlifting Academy Comptetition|Local|2014-08-02|20|1495
California State Games|Local|2014-08-02|137|1579
PSAC Open SA Jr. Master Championship|Local|2014-08-02|22|1601
Georgia Games Olympic Weightlifting Championship|Local|2014-08-02|143|1424
Redwood Empire Championships|Local|2014-08-02|81|1173
Back to School Open|Local|2014-08-02|22|1426
2014 Bull City Barbell Open|Local|2014-08-02|40|1325
2014 pgh BBC Univeristy Qualifier|Local|2014-07-26|8|1191
Virginia State Championships and Open|Local|2014-07-26|39|1331
2014 Weightlifting Wise Championsips|Local|2014-07-26|99|1225
Dog Days Open|Local|2014-07-26|21|1425
The Miller Gym Inaugural - The Kevin|Local|2014-07-26|22|1184
Rocky Mountain State Games|Local|2014-07-26|109|1407
Chikara Invitational|Local|2014-07-26|24|1575
2014 National Championships|National|2014-07-17|1|1636
Liberty Games|Local|2014-07-13|48|1339
Bay State Games|Local|2014-07-13|65|1358
Onaga Blast Chance|Local|2014-07-12|61|1480
Onaga Blast Chance|Local|2014-07-12|61|1480
FC PR Day|Local|2014-07-06|7|1185
Takano Athletics Grand Opening|Local|2014-06-29|14|1284
Crossfit Variance Challenge|Local|2014-06-29|24|1274
Strength HQ Invitational|Local|2014-06-28|9|1236
Bacon Beatdown (powered by Camargo Oly Concepts)|Local|2014-06-28|24|1271
Chicagoland Summer Meet|Local|2014-06-28|68|1403
2014 Summer Lift Off|Local|2014-06-28|22|1263
2014 Monarch Open|Local|2014-06-28|26|1449
Allegheny Mountain Association Championships|Local|2014-06-28|22|1266
CWC International Invitational Meet|Local|2014-06-28|13|1232
30TH Anniversary Weightlifting Camp - Lake Placid|Local|2014-06-28|18|1244
Visalia Lift Off|Local|2014-06-28|59|1364
Independence Open 2014|Local|2014-06-28|41|1343
Junior Olympics|Local|2014-06-26|54|1450
Star of the North Games|Local|2014-06-21|23|1475
Sunshine State Games - Weightlifting|Local|2014-06-21|56|1356
DC Weightlifting Inter-Squad and AO Qualifier|Local|2014-06-21|8|1195
Northshore Summer Meet|Local|2014-06-21|22|1568
Aloha State Games|Local|2014-06-21|52|1439
MIA Soul Classic|Local|2014-06-21|118|1387
Feel the Steel II|Local|2014-06-21|24|1278
Utah Summer Games Sponsored by Strata Barbells|Local|2014-06-20|27|1234
Fulcrum Open|Local|2014-06-14|29|1190
National Youth Championships & Youth Olympic Trials|National|2014-06-12|495|1640
2014 New York State Championships|Local|2014-06-08|20|1254
Last Chance Qualifier|Local|2014-06-08|6|1493
Mason-Dixon Open|Local|2014-06-07|32|1301
Dallas Summer Classic Weightlifting Championships|Local|2014-06-07|35|1522
Youth National Championship Prep|Local|2014-06-07|19|1246
NJ Weightlifting Championships|Local|2014-06-07|45|1334
EAW Invitational|Local|2014-06-07|8|1390
Jacked Qualifier|Local|2014-06-07|14|1412
2nd Annual San Antonio Weightlifting Championship|Local|2014-06-07|47|1556
Norwood Training Center - Last Chance Qualifier|Local|2014-06-07|9|1205
Marjorie Flanagan Celebration|Local|2014-06-07|8|1423
Calpian Invitational|Local|2014-06-07|37|1336
Nationals Last Chance Qualifier|Local|2014-06-07|10|1488
New Mexico Games Women|Local|2014-06-07|28|1262
2014 NorCal Open|Local|2014-06-07|77|1294
2014 State of Michigan and Open Championships|Local|2014-06-07|43|1196
Cornhusker Inaugural Meet|Local|2014-06-07|20|1489
BGBB Last Chance Qualifier|Local|2014-06-07|33|1165
Orlusia Training Meet|Local|2014-06-07|14|1240
U of O Weightlifting Classic Oregon LWC State Championships|Local|2014-06-07|21|1538
2014 Ohio State Weightlifting Championships and Open|Local|2014-06-07|56|1350
Wisconsin Open|Local|2014-06-07|49|1265
Drive Pop Punch! June Boom Weightlifitng Competition|Local|2014-06-07|25|1188
Flagstaff Open II|Local|2014-06-07|24|1308
Last Chance Qualifier|Local|2014-06-07|34|1320
The Southern Utah Invitational|Local|2014-06-06|13|1250
Central Kentucky Weightlifting Classic|Local|2014-06-05|6|1297
Senior National Last Chance Qualifier|Local|2014-06-01|9|1203
True Athletics Open, Junior and Masters|Local|2014-06-01|63|1357
RVA Open|Local|2014-06-01|68|1361
1st Annual Mississippi State Championship|National|2014-05-31|41|1633
North Coast League 3|Local|2014-05-31|6|1348
Weber State Weightlifting Open|Local|2014-05-31|19|1208
South Texas Open|Local|2014-05-31|67|1381
Bekah Pudenz Last Chance Qualifier|Local|2014-05-30|39|1281
